# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sir_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = sir.data.R
# init = 2 (Default)
# random
#   seed = 5069125
# output
#   file = 3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta,gamma,xi,delta,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,y.7.1,y.8.1,y.9.1,y.10.1,y.11.1,y.12.1,y.13.1,y.14.1,y.15.1,y.16.1,y.17.1,y.18.1,y.19.1,y.20.1,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2,y.7.2,y.8.2,y.9.2,y.10.2,y.11.2,y.12.2,y.13.2,y.14.2,y.15.2,y.16.2,y.17.2,y.18.2,y.19.2,y.20.2,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,y.7.3,y.8.3,y.9.3,y.10.3,y.11.3,y.12.3,y.13.3,y.14.3,y.15.3,y.16.3,y.17.3,y.18.3,y.19.3,y.20.3,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,y.7.4,y.8.4,y.9.4,y.10.4,y.11.4,y.12.4,y.13.4,y.14.4,y.15.4,y.16.4,y.17.4,y.18.4,y.19.4,y.20.4
29547.4,0.42037,0.0179176,2,3,0,-29487,1.68841,4.26103,5.60422,0.0280491,8924.78,8015.94,7253,6615.12,6082.74,5638.47,5267.35,4956.79,4696.32,4477.35,4292.79,4136.85,4004.79,3892.7,3797.36,3716.12,3646.77,3587.49,3536.75,3493.26,33.3363,28.0716,23.5092,19.6326,16.3807,13.6744,11.4315,9.57584,8.04023,6.7677,5.71083,4.83072,4.09565,3.47987,2.96247,2.5265,2.15815,1.84614,1.58126,1.35591,1041.89,1955.99,2723.49,3365.25,3900.87,4347.85,4721.22,5033.64,5295.64,5515.89,5701.5,5858.32,5991.11,6103.82,6199.68,6281.36,6351.07,6410.66,6461.67,6505.38,9462.19,8863.88,8197.58,7500.3,6800.96,6120.74,5474.15,4870.27,4314.02,3807.23,3349.56,2939.18,2573.37,2248.85,1962.11,1709.61,1487.87,1293.61,1123.75,975.491
29561.9,1,0.00544026,2,3,0,-29547.2,1.63399,4.26218,5.56084,0.0282527,8960.84,8084.32,7349.08,6734.23,6220.62,5791.44,5432.36,5131.37,4878.51,4665.57,4485.82,4333.73,4204.75,4095.15,4001.84,3922.25,3854.27,3796.11,3746.3,3703.59,32.1689,27.0507,22.6488,18.925,15.8082,13.2158,11.0664,9.28578,7.80982,6.58433,5.56445,4.71337,4.0011,3.40328,2.90008,2.47538,2.11601,1.81122,1.55215,1.33153,1006.99,1888.63,2628.27,3246.84,3763.57,4195.34,4556.57,4859.34,5113.68,5327.85,5508.62,5661.56,5791.24,5901.44,5995.26,6075.27,6143.62,6202.08,6252.15,6295.08,9398.28,8752.53,8054.99,7339.69,6632.53,5952,5310.33,4714.83,4169.02,3673.74,3227.92,2829.25,2474.68,2160.72,1883.77,1640.21,1426.59,1239.63,1076.31,933.866
29665.3,0.946419,0.0104467,3,7,0,-29558.8,1.29098,2.95321,6.73593,0.0318318,9161.08,8417.62,7765.95,7199.69,6710.75,6290.44,5930.18,5621.91,5358.35,5133.07,4940.46,4775.7,4634.65,4513.81,4410.2,4321.27,4244.89,4179.24,4122.76,4074.14,38.4763,33.9182,29.5985,25.6348,22.0826,18.9533,16.2301,13.8805,11.865,10.1424,8.67326,7.42164,6.35555,5.4472,4.67273,4.01178,3.44714,2.96424,2.5508,2.19645,800.441,1548.46,2204.45,2774.68,3267.17,3690.6,4053.59,4364.21,4629.79,4856.79,5050.87,5216.88,5358.99,5480.74,5585.13,5674.71,5751.66,5817.8,5874.69,5923.67,9644.08,9243.59,8735.11,8153.13,7528.77,6888.27,6252.43,5636.82,5052.32,4505.94,4001.58,3540.75,3123.24,2747.61,2411.62,2112.57,1847.48,1613.31,1407.07,1225.87
29694.2,0.251523,0.0170422,2,4,1,-29666.4,1.35855,2.92404,6.75542,0.0340075,9120.72,8347.53,7675.75,7097.5,6603.06,6182.18,5824.93,5522.16,5265.73,5048.55,4864.53,4708.5,4576.1,4463.64,4368.03,4286.66,4217.37,4158.31,4107.93,4064.93,40.5943,35.489,30.6864,26.3219,22.4528,19.0827,16.1833,13.7095,11.6102,9.83456,8.33521,7.06994,6.00208,5.10026,4.33795,3.69286,3.14632,2.68273,2.28904,1.95435,838.683,1616.98,2293.57,2876.18,3374.49,3798.73,4158.88,4464.13,4722.66,4941.62,5127.13,5284.43,5417.9,5531.26,5627.64,5709.64,5779.48,5839.01,5889.78,5933.11,9611.23,9171.04,8615.24,7984.36,7314.2,6634.17,5966.81,5328.3,4729.32,4176.15,3671.63,3216.16,2808.37,2445.76,2125.16,1843.02,1595.73,1379.68,1191.47,1027.88
29716.6,0.987815,0.00319157,4,15,0,-29692.3,1.38354,2.7622,6.88743,0.0350642,9100.98,8303.29,7605.96,7003.58,6487.71,6048.59,5676.29,5361.42,5095.44,4870.87,4681.22,4520.98,4385.49,4270.84,4173.72,4091.38,4021.51,3962.18,3911.76,3868.87,44.1559,38.9013,33.802,29.0696,24.8158,21.0783,17.8466,15.0829,12.7367,10.7542,9.08336,7.67705,6.49373,5.49771,4.65871,3.95126,3.35408,2.84938,2.42236,2.06066,854.861,1657.81,2360.23,2967.35,3487.48,3930.34,4305.86,4623.5,4891.82,5118.38,5309.7,5471.34,5608.01,5723.67,5821.62,5904.67,5975.13,6034.97,6085.82,6129.07,9720.66,9375.73,8883.74,8288.44,7630.79,6945.87,6261.6,5598.67,4971.36,4388.55,3854.96,3372.11,2939.33,2554.44,2214.33,1915.38,1653.78,1425.7,1227.46,1055.61
29724.6,0.846041,0.00600862,3,7,0,-29713.8,1.38695,2.72072,6.86039,0.0363051,9101.44,8308.31,7618.35,7025,6518.94,6089.81,5727.25,5421.61,5164.24,4947.58,4765.15,4611.46,4481.89,4372.56,4280.23,4202.19,4136.18,4080.3,4032.96,3992.83,44.7004,39.1825,33.8869,29.0172,24.6734,20.8812,17.6201,14.8441,12.4969,10.5204,8.85997,7.46646,6.29713,5.31548,4.49074,3.79713,3.21318,2.72099,2.3057,1.95495,853.856,1652.5,2347.76,2945.99,3456.38,3889.31,4255.13,4563.54,4823.27,5041.9,5225.99,5381.07,5511.81,5622.12,5715.28,5794.01,5860.61,5916.98,5964.74,6005.21,9664.34,9268.87,8732.14,8100.18,7414.96,6711.51,6016.98,5350.92,4726.3,4150.71,3627.65,3157.61,2739.06,2369.12,2044.13,1760.09,1512.86,1298.44,1113.02,953.056
29729.2,1,0.00728808,2,3,0,-29724.6,1.38442,2.69502,6.9273,0.0362304,9101.32,8304.82,7609.61,7010.14,6497.81,6062.66,5694.57,5383.99,5122.27,4901.83,4716.14,4559.65,4427.68,4316.29,4222.2,4142.65,4075.34,4018.34,3970.05,3929.09,45.2256,39.7926,34.5191,29.6292,25.2402,21.3909,18.0693,15.2348,12.8337,10.8091,9.10666,7.67689,6.47649,5.46838,4.62115,3.90845,3.30828,2.80232,2.37532,2.01459,853.458,1655.38,2355.87,2960.23,3476.95,3915.95,4287.36,4600.78,4864.9,5087.36,5274.75,5432.67,5565.84,5678.24,5773.18,5853.44,5921.35,5978.85,6027.58,6068.89,9705.23,9346.92,8838.72,8226.47,7552.85,6854.16,6159,5488.34,4856.39,4271.76,3738.76,3258.49,2829.83,2450.19,2116.11,1823.66,1568.79,1347.46,1155.86,990.405
29940.1,0.697658,0.0141616,3,7,0,-29726,1.36644,1.83654,8.62222,0.0514584,9092.5,8233.22,7448.94,6756.28,6160.27,5657.45,5239.27,4894.91,4613.19,4383.66,4197.11,4045.69,3922.84,3823.19,3742.35,3676.73,3623.46,3580.19,3545.04,3516.46,69.3439,64.6694,58.1316,50.7105,43.2196,36.2063,29.9632,24.5921,20.0758,16.3352,13.267,10.7653,8.7326,7.08408,5.74822,4.6659,3.78883,3.0778,2.50109,2.0331,838.16,1702.11,2492.92,3193.01,3796.51,4306.34,4730.76,5080.5,5366.74,5600.01,5789.62,5943.55,6068.43,6169.72,6251.91,6318.6,6372.75,6416.73,6452.46,6481.5,10316.3,10594.7,10497.8,10071.2,9392.71,8550.93,7628.24,6691.53,5789.13,4952.03,4197.07,3530.6,2951.92,2455.9,2035.03,1680.79,1384.54,1138.06,933.82,765.146
29940.1,1.59744e-05,0.0109275,1,1,0,-29936,1.36644,1.83654,8.62222,0.0514584,9092.5,8233.22,7448.94,6756.28,6160.27,5657.45,5239.27,4894.91,4613.19,4383.66,4197.11,4045.69,3922.84,3823.19,3742.35,3676.73,3623.46,3580.19,3545.04,3516.46,69.3439,64.6694,58.1316,50.7105,43.2196,36.2063,29.9632,24.5921,20.0758,16.3352,13.267,10.7653,8.7326,7.08408,5.74822,4.6659,3.78883,3.0778,2.50109,2.0331,838.16,1702.11,2492.92,3193.01,3796.51,4306.34,4730.76,5080.5,5366.74,5600.01,5789.62,5943.55,6068.43,6169.72,6251.91,6318.6,6372.75,6416.73,6452.46,6481.5,10316.3,10594.7,10497.8,10071.2,9392.71,8550.93,7628.24,6691.53,5789.13,4952.03,4197.07,3530.6,2951.92,2455.9,2035.03,1680.79,1384.54,1138.06,933.82,765.146
29947.1,0.998199,0.001042,4,15,0,-29938.5,1.35141,1.80299,8.64544,0.0515032,9100.99,8245.81,7461.98,6767.22,6167.67,5660.72,5238.38,4890.14,4604.98,4372.49,4183.45,4029.94,3905.37,3804.3,3722.29,3655.72,3601.66,3557.75,3522.07,3493.07,70.1155,65.6916,59.2883,51.8922,44.3442,37.2244,30.8528,25.3507,20.712,16.8629,13.7015,11.1214,9.02369,7.32165,5.94196,4.82385,3.9176,3.1828,2.58673,2.10296,828.895,1688.5,2478.73,3180.89,3787.98,4302.05,4730.77,5084.51,5374.31,5610.64,5802.85,5958.94,6085.6,6188.37,6271.77,6339.46,6394.42,6439.07,6475.34,6504.83,10348.4,10669.9,10611.8,10215.2,9555.77,8722.07,7798.25,6853.55,5938.69,5086.72,4316.03,3634.07,3040.83,2531.56,2098.93,1734.42,1429.32,1175.3,964.692,790.671
29948.9,0.999559,0.00202879,3,7,0,-29946.2,1.34932,1.80999,8.66593,0.0518525,9103.7,8253.59,7476.19,6788.26,6195.26,5694.15,5276.78,4932.65,4650.83,4421.02,4234.1,4082.3,3959.09,3859.11,3777.96,3712.1,3658.61,3615.16,3579.85,3551.16,69.5406,64.9776,58.5248,51.1522,43.674,36.6453,30.3683,24.9537,20.3908,16.6048,13.4947,10.9558,8.89088,7.21488,5.85587,4.75424,3.86115,3.1369,2.54933,2.07242,826.759,1681.44,2465.29,3160.58,3761.07,4269.21,4692.85,5042.39,5328.78,5562.38,5752.4,5906.74,6032.02,6133.68,6216.18,6283.15,6337.53,6381.7,6417.6,6446.77,10313.5,10598.8,10510,10091.2,9419.09,8581.48,7660.73,6724.03,5820.19,4980.7,4222.82,3553.26,2971.51,2472.62,2049.15,1692.62,1394.38,1146.19,940.515,770.637
29955.2,0.984203,0.00392951,3,7,0,-29946.9,1.35754,1.78541,8.71051,0.0526039,9097.15,8237.85,7450.54,6753.54,6153.17,5646.69,5225.81,4879.71,4597.09,4367.32,4181.02,4030.17,3908.11,3809.36,3729.47,3664.8,3612.45,3570.05,3535.7,3507.86,71.1351,66.6621,60.1194,52.5403,44.806,37.5215,31.0176,25.4164,20.7076,16.8116,13.6209,11.0244,8.91926,7.21598,5.83912,4.72644,3.82712,3.10001,2.51187,2.03591,831.713,1695.49,2489.34,3193.92,3802.02,4315.79,4743.18,5094.88,5382.2,5615.87,5805.36,5958.81,6082.97,6183.42,6264.7,6330.47,6383.72,6426.85,6461.79,6490.1,10354.2,10683,10621.9,10213.6,9537.16,8684.8,7743.67,6784.95,5860.24,5002.62,4230.02,3549.2,2959.37,2455.08,2028.38,1670.28,1371.7,1124.04,919.467,751.05
29988.4,0.952024,0.00720513,2,3,0,-29953.1,1.32729,1.70565,8.99532,0.0551745,9115.99,8268.02,7486.21,6791.11,6190.93,5684.17,5263.23,4917.59,4635.97,4407.65,4223.13,4074.26,3954.28,3857.61,3779.73,3716.98,3666.41,3625.65,3592.79,3566.29,73.162,69.0854,62.6523,54.9496,46.9448,39.3249,32.4804,26.5677,21.5921,17.477,14.1116,11.3788,9.16911,7.38682,5.9511,4.79519,3.86466,3.11547,2.51212,2.02607,810.848,1662.89,2451.14,3153.94,3762.13,4276.51,4704.29,5055.84,5342.44,5574.87,5762.76,5914.36,6036.55,6135.01,6214.32,6278.23,6329.72,6371.23,6404.7,6431.68,10390.1,10781.9,10765.2,10377.9,9700.25,8830.01,7861.01,6870.56,5914.85,5029.79,4234.69,3536.62,2934.44,2422.03,1990.64,1630.51,1331.86,1085.49,883.119,717.436
30000.8,0.902304,0.0119201,2,3,0,-29988.4,1.31522,1.67775,9.13849,0.0558682,9122.26,8275.42,7490.96,6791.17,6185.64,5673.81,5248.56,4899.5,4615.33,4385.2,4199.47,4049.85,3929.45,3832.6,3754.72,3692.07,3641.68,3601.13,3568.5,3542.23,74.0398,70.302,64.0236,56.3137,48.1915,40.3984,33.3661,27.2765,22.1467,17.9038,14.4357,11.6222,9.35005,7.51993,6.04792,4.86469,3.91374,3.1494,2.53491,2.04075,803.7,1654.28,2445.01,3152.51,3766.16,4285.79,4718.07,5073.22,5362.53,5596.89,5786.1,5938.53,6061.2,6159.88,6239.23,6303.06,6354.41,6395.72,6428.97,6455.73,10435.9,10886.1,10916.4,10559.2,9893.84,9020.56,8037.52,7026.56,6047.64,5139.43,4322.92,3606.05,2987.99,2462.54,2020.71,1652.37,1347.37,1096.19,890.214,721.88
30025.9,0.257266,0.0169542,1,3,1,-29997.1,1.27687,1.66973,9.7383,0.05702,9143.56,8307.26,7524.5,6820.45,6207.49,5687.2,5253.82,4897.64,4607.57,4372.78,4183.46,4031.14,3908.77,3810.51,3731.63,3668.32,3617.49,3576.68,3543.91,3517.58,72.9681,70.0891,64.4414,57.0998,49.1224,41.3209,34.1951,27.9768,22.7143,18.3503,14.7793,11.8817,9.54295,7.6611,6.14951,4.9364,3.96314,3.18235,2.55587,2.05309,783.47,1622.65,2411.06,3122.45,3743.39,4271.48,4711.98,5074.39,5369.71,5608.87,5801.76,5956.97,6081.69,6181.83,6262.22,6326.74,6378.54,6420.13,6453.53,6480.36,10530.6,11095.1,11224.4,10937.7,10309.2,9441.35,8439.24,7393.03,6370.35,5415.79,4554.41,3796.53,3142.47,2586.34,2118.93,1729.62,1407.69,1142.97,926.268,749.505
30048.2,0.99575,0.00379744,3,7,0,-30024,1.23657,1.60184,9.8292,0.0585447,9171.51,8360.48,7598.64,6910.63,6309.18,5796.66,5368.23,5015.01,4726.61,4492.67,4303.7,4151.47,4029.04,3930.66,3851.66,3788.22,3737.29,3696.4,3663.56,3637.2,73.6307,70.9665,65.5096,58.293,50.3583,42.5246,35.3122,28.9759,23.583,19.0897,15.3987,12.3944,9.96342,8.00351,6.42684,5.16006,4.14292,3.32647,2.67115,2.14515,754.861,1568.55,2335.85,3031.08,3640.46,4160.81,4596.46,4956.01,5249.8,5488.24,5680.91,5836.14,5961,6061.33,6141.91,6206.62,6258.56,6300.27,6333.76,6360.66,10496.2,11058.3,11192.6,10915.4,10298,9440.1,8445.44,7403.81,6383.17,5428.76,4566.32,3806.74,3150.75,2592.75,2123.65,1732.93,1409.85,1144.23,926.861,749.613
